Candidate_ID,Contribution_Year,Contribution_Max,Contribution_Min,Contribution_Avg,Total,Donation_Count,Donor_Count
1,2015,4000.0,100.0,789.4736842105264,30000.0,38,36
1,2016,7000.0,1.0,868.7946464646465,86010.67,99,89
1,2017,1500.0,2.63,297.3137735849056,15757.63,53,49
1,2018,9000.0,20.0,968.015873015873,60985.0,63,59
1,2019,5000.0,1.22,749.4310185185185,80938.55,108,92
2,2015,293.75,293.75,293.75,293.75,1,1
2,2016,675.22,675.22,675.22,675.22,1,1
2,2018,11000.0,1.0,326.8668533886549,472649.46999999497,1446,1316
2,2019,7500.0,1.0,674.5939893617021,253647.34,376,318
2,2020,5500.0,20.0,768.682119205298,116071.0,151,150
3,2015,65000.0,0.03,2261.7853333333333,542828.48,240,208
3,2016,11000.0,5.27,1578.0153658536587,452890.41000000003,287,233
3,2017,10000.0,25.0,1243.7929389312976,325873.75,262,214
3,2018,10000.0,25.0,1438.660744680851,405702.32999999996,282,238
3,2019,10000.0,5.0,1152.2830786026202,527745.65,458,374
3,2020,17300.0,50.0,3683.3333333333335,77350.0,21,21
4,2017,391.03,10.0,49.54870967741935,4608.03,93,90
4,2018,11000.0,1.0,107.2084220135616,411037.0899999952,3834,2841
4,2019,9800.0,1.0,348.6627986348123,102158.2,293,107
5,2015,6500.0,25.0,653.8867924528302,34656.0,53,52
5,2016,6000.0,10.0,425.68722943722946,98333.75,231,207
5,2017,3000.0,5.0,266.42857142857144,24245.0,91,88
5,2018,7000.0,5.0,288.6457680250784,92078.0,319,270
5,2019,2500.0,3.0,493.3644859813084,52790.0,107,87
6,2015,2500.0,1.0,490.7112676056338,69681.0,142,135
6,2016,10300.0,15.0,747.3809523809524,141255.0,189,162
6,2017,7000.0,20.0,653.359375,83630.0,128,112
6,2018,8000.0,20.0,820.8790534979423,199473.61,243,197
6,2019,7500.0,25.0,889.402087912088,242806.77000000002,273,207
7,2015,5500.0,100.0,863.9705882352941,88125.0,102,81
7,2016,12259.71,5.0,971.6524015748031,246799.71,254,190
7,2017,3500.0,100.0,529.3388429752066,64050.0,121,117
7,2018,14344.0,50.0,901.0359712230215,125244.0,139,115
7,2019,7500.0,100.0,961.9791666666666,92350.0,96,78
9,2018,11000.0,0.04,59.17596431605775,278600.4399999999,4708,3450
9,2019,4647.03,1.0,92.1005138339921,23301.43,253,197
9,2020,5000.0,1.0,179.13506493506495,13793.400000000001,77,74
10,2015,10300.0,18.0,306.0425531914894,28768.0,94,91
10,2016,10000.0,5.0,606.2,136395.0,225,212
10,2017,3500.0,50.0,225.46753246753246,17361.0,77,74
10,2018,11000.0,5.0,491.8888888888889,44270.0,90,81
10,2019,3500.0,125.0,1328.125,10625.0,8,8
12,2015,5000.0,0.0,485.20168067226894,115478.0,238,181
12,2016,10000.0,49.0,525.6931818181819,138783.0,264,225
12,2017,5000.0,25.0,417.7391304347826,144120.0,345,277
12,2018,11000.0,35.0,869.123076923077,237270.6,273,224
12,2019,10000.0,25.0,704.2494321766562,223247.07,317,267
12,2020,5000.0,25.0,974.375,7795.0,8,8
14,2015,10000.0,50.0,1069.2796610169491,252350.0,236,185
14,2016,10750.0,35.0,1100.3527131782946,283891.0,258,204
14,2017,5000.0,36.0,879.6912,329884.2,375,268
14,2018,15500.0,25.0,1206.9473684210527,343980.0,285,227
14,2019,14500.0,50.0,1003.0946308724832,298922.2,298,241
14,2020,2000.0,100.0,494.2857142857143,6920.0,14,14
15,2015,5000.0,10.0,496.7171335504886,152492.16,307,233
15,2016,10500.0,10.0,515.9416913946587,173872.35,337,260
15,2017,3500.0,10.0,579.9266379310345,134542.98,232,175
15,2018,8000.0,10.0,587.5568181818181,155115.0,264,211
15,2019,3600.0,10.0,469.8052995391705,101947.75,217,172
15,2020,500.0,275.0,354.1666666666667,2125.0,6,6
16,2015,1750.0,1.77,250.29875,38045.41,152,139
16,2016,11000.0,1.56,261.23839080459766,45455.479999999996,174,107
16,2017,2500.0,0.76,171.89857142857142,18049.35,105,65
16,2018,9000.0,1.27,337.49814102564096,52649.70999999999,156,134
16,2019,4000.0,5.71,154.10920000000002,19263.65,125,91
16,2020,428.06,428.06,428.06,428.06,1,1
17,2015,2700.0,15.62,470.62162500000005,75299.46,160,118
17,2016,4400.0,5.0,512.7058536585366,42041.880000000005,82,68
17,2017,11000.0,1.3,812.483211678832,111310.2,137,104
17,2018,11000.0,1.4,522.1254901960784,26628.4,51,48
17,2019,2000.0,100.0,783.3333333333334,2350.0,3,3
17,2020,2500.0,5.0,175.92105263157896,6685.0,38,36
18,2015,6500.0,3.0,799.5718954248366,122334.5,153,143
18,2016,11000.0,10.0,833.5756676557863,280915.0,337,287
18,2017,11000.0,20.0,558.1301132075472,147904.48,265,247
18,2018,7000.0,10.0,651.1241126760564,231149.06,355,262
18,2019,11000.0,3.0,667.491328125,256316.66999999998,384,288
18,2020,7500.0,10.0,1346.8181818181818,59260.0,44,41
19,2015,5000.0,25.0,810.9099099099099,90011.0,111,107
19,2016,11000.0,8.06,1140.7421621621622,126622.38,111,91
19,2017,5000.0,6.23,962.2274603174603,60620.33,63,56
19,2018,8500.0,3.9,1154.9830555555554,41579.39,36,24
19,2019,5000.0,6.52,712.740684931507,52030.07000000001,73,60
20,2015,2500.0,500.0,1226.0242857142857,8582.17,7,7
20,2016,11000.0,500.0,3250.0,26000.0,8,8
20,2017,2000.0,500.0,1250.0,2500.0,2,2
20,2018,11000.0,500.0,5400.0,27000.0,5,5
20,2019,3000.0,250.0,925.0,9250.0,10,10
20,2020,2000.0,2000.0,2000.0,2000.0,1,1
21,2016,7500.0,50.0,1721.076923076923,67122.0,39,32
21,2017,11000.0,1.0,540.5356265356265,219998.0,407,372
21,2018,15000.0,2.0,853.2004405286343,387353.0,454,399
21,2019,11000.0,5.0,452.567325443787,382419.39,845,779
21,2020,5000.0,1.0,302.1284829721362,195175.0,646,625
22,2015,595.0,25.0,166.1764705882353,5650.0,34,30
22,2016,11000.0,1.0,189.22789714285716,165574.41,875,596
22,2017,5000.0,1.0,59.56710212201589,89827.18999999996,1508,1069
22,2018,11000.0,1.0,53.53437839989376,403488.6099999993,7537,5121
22,2019,5000.0,1.0,141.06904,70534.52,500,399
22,2020,500.0,5.0,62.80597014925373,4208.0,67,66
23,2015,4100.0,125.0,986.2244897959183,48325.0,49,40
23,2016,4400.0,1.94,727.3945454545454,56009.38,77,71
23,2017,2500.0,2.52,362.18969696969697,23904.52,66,63
23,2018,11000.0,15.0,1093.6333333333332,324809.1,297,235
23,2019,7000.0,10.0,942.3611111111111,101775.0,108,86
23,2020,11800.0,5.0,1183.859375,75767.0,64,60
24,2015,10000.0,25.0,649.4180790960452,114947.0,177,152
24,2016,7000.0,10.0,953.3764285714286,293639.94,308,257
24,2017,5000.0,100.0,1026.7441860465117,88300.0,86,76
24,2018,8000.0,50.0,1116.0576923076924,232140.0,208,181
24,2019,16800.0,5.0,1186.2322222222222,341634.88,288,246
24,2020,2500.0,18.0,613.6,3068.0,5,5
25,2017,62.67,62.67,62.67,62.67,1,1
25,2018,39859.83,0.0,116.82560166840365,560178.7599999955,4795,3477
25,2019,8000.0,1.0,218.11460881934562,153334.56999999998,703,481
25,2020,5000.0,1.0,292.52031152647976,93899.02,321,214
26,2015,11000.0,1.0,815.7317073170732,200670.0,246,202
26,2016,11000.0,15.0,699.3858858858858,465791.0,666,564
26,2017,10000.0,5.0,803.7648387096774,249167.1,310,280
26,2018,11000.0,5.0,793.2211452810179,748007.5399999999,943,766
26,2019,11000.0,2.0,1045.279987179487,815318.3899999999,780,623
26,2020,5000.0,20.0,414.45348837209303,35643.0,86,85
27,2015,7000.0,1.0,1897.0,15176.0,8,7
27,2016,11000.0,1.0,1127.2894805194805,260403.87,231,199
27,2017,7000.0,25.0,762.7112631578948,72457.57,95,78
27,2018,10300.0,24.01,789.917245508982,131916.18,167,135
27,2019,7000.0,25.0,806.5889147286822,104049.97,129,108
28,2016,4400.0,0.75,456.4853935860058,156574.49,345,261
28,2017,2000.0,100.0,757.2368421052631,28775.0,38,38
28,2018,4400.0,18.0,495.2994652406417,92621.0,187,165
28,2019,5000.0,75.0,586.5591397849462,54550.0,93,76
29,2015,2500.0,10.0,603.5235294117647,102599.0,170,158
29,2016,3900.0,5.0,632.7315789473685,120219.0,190,184
29,2017,4400.0,25.0,599.6153846153846,93540.0,156,137
29,2018,3044.0,25.0,546.8174273858921,131783.0,241,215
29,2019,2000.0,10.0,411.5906976744186,88492.0,215,203
31,2015,4100.0,50.0,499.44444444444446,22475.0,45,44
31,2016,1000.0,20.0,284.2241379310345,32970.0,116,107
31,2017,1000.0,25.0,282.3073873873874,31336.120000000003,111,101
31,2018,3400.0,20.0,433.14028248587573,76665.83,177,152
31,2019,2000.0,40.0,302.827868852459,36945.0,122,113
32,2016,250.0,100.0,175.0,350.0,2,2
32,2017,2500.0,5.0,313.73731343283583,42040.8,134,130
32,2018,2500.0,15.0,456.9642857142857,51180.0,112,97
32,2019,10000.0,5.0,586.6666666666666,89760.0,153,137
32,2020,2500.0,10.0,527.6,13190.0,25,25
33,2015,1200.0,15.0,370.0767415730337,32936.83,89,83
33,2016,3850.0,100.0,544.8979591836735,26700.0,49,49
33,2017,2000.0,20.0,539.0943103448276,31267.47,58,51
33,2018,2200.0,20.0,546.3934426229508,33330.0,61,52
33,2019,2000.0,10.0,506.3454545454546,27849.0,55,51
33,2020,1000.0,1000.0,1000.0,1000.0,1,1
34,2015,4100.0,5.0,214.03279792746116,82616.66,386,357
34,2016,4400.0,10.0,253.0268456375839,75402.0,298,260
34,2017,2000.0,250.0,587.2856818181818,25840.57,44,40
34,2018,4400.0,10.0,213.75451263537906,59210.0,277,243
34,2019,2500.0,1.0,180.51794,90258.97,500,425
34,2020,250.0,25.0,134.6153846153846,1750.0,13,13
35,2015,3575.0,10.0,174.05454545454546,28719.0,165,134
35,2016,9159.0,5.0,363.6502463054187,73821.0,203,168
35,2017,4000.0,25.0,280.55555555555554,12625.0,45,45
35,2018,20000.0,5.0,464.79338842975204,112480.0,242,180
35,2019,1000.0,5.0,262.84090909090907,11565.0,44,44
35,2020,500.0,500.0,500.0,500.0,1,1
36,2015,500.0,500.0,500.0,500.0,1,1
36,2016,4000.0,250.0,774.1379310344828,22450.0,29,28
36,2017,500.0,500.0,500.0,500.0,1,1
36,2018,4400.0,50.0,926.0869565217391,21300.0,23,22
37,2015,2000.0,2000.0,2000.0,2000.0,1,1
37,2016,1000.0,250.0,625.0,5000.0,8,8
37,2017,500.0,500.0,500.0,500.0,1,1
37,2019,50.0,50.0,50.0,50.0,1,1
38,2016,4400.0,5.0,333.0275229357798,36300.0,109,94
38,2017,4400.0,50.0,991.6666666666666,5950.0,6,6
38,2018,4400.0,10.0,328.975125,26318.01,80,71
38,2019,4000.0,25.0,417.89542857142857,14626.34,35,34
40,2015,2500.0,100.0,437.45205479452056,31934.0,73,72
40,2016,2000.0,100.0,412.45098039215685,21035.0,51,51
40,2017,1000.0,100.0,587.5,2350.0,4,4
40,2018,4400.0,50.0,690.125,27605.0,40,36
40,2019,1120.0,25.0,379.7916666666667,9115.0,24,23
42,2015,250.0,250.0,250.0,500.0,2,2
42,2016,1500.0,25.0,345.9777777777778,24910.4,72,67
42,2017,1500.0,15.0,352.26063829787233,66225.0,188,162
42,2018,2760.0,10.0,421.70873786407765,43436.0,103,98
42,2019,4700.0,1.0,678.6511627906976,87546.0,129,121
42,2020,4700.0,25.0,2392.5,23925.0,10,10
43,2015,1000.0,25.0,208.59259259259258,11264.0,54,53
43,2016,4400.0,20.0,375.11538461538464,29259.0,78,74
43,2017,500.0,500.0,500.0,500.0,1,1
43,2018,3500.0,20.0,352.4622641509434,37361.0,106,91
43,2019,4700.0,10.0,522.8452380952381,43919.0,84,83
43,2020,4500.0,250.0,1833.3333333333333,11000.0,6,6
44,2017,2500.0,15.0,124.78333333333333,7487.0,60,57
44,2018,4400.0,3.0,167.18330985915492,284880.36,1704,1210
44,2019,2500.0,1.0,140.91907514450867,24379.0,173,149
44,2020,100.0,25.0,50.0,150.0,3,3
45,2015,5000.0,1.05,690.9834965034966,98810.64,143,133
45,2016,5000.0,15.0,616.4485981308411,131920.0,214,201
45,2017,4950.0,20.0,514.8423423423424,114295.0,222,209
45,2018,2500.0,15.0,369.72803347280336,88365.0,239,227
45,2019,537789.0,1.0,573.1625222024867,645381.0,1126,1097
45,2020,1000.0,4.2,92.82941176470588,3156.2,34,34
46,2015,2000.0,100.0,573.5526229508197,34986.71,61,49
46,2016,2400.0,25.0,554.7223404255319,26071.95,47,36
46,2017,2000.0,50.0,513.9376,25696.88,50,39
46,2018,2500.0,100.0,759.6330275229358,82800.0,109,101
46,2019,2500.0,100.0,722.680412371134,70100.0,97,93
47,2015,4400.0,20.0,435.4583333333333,52255.0,120,105
47,2016,4400.0,25.0,532.7979835390946,129469.91,243,220
47,2017,4400.0,5.0,505.93548387096774,78420.0,155,143
47,2018,4400.0,20.0,686.3790613718412,190127.0,277,241
47,2019,4700.0,40.0,1030.9810126582279,162895.0,158,152
47,2020,2700.0,1600.0,2008.3333333333333,6025.0,3,3
48,2015,4100.0,0.67,284.37050898203614,94979.75000000007,334,295
48,2016,5000.0,10.0,782.6538461538462,40698.0,52,42
48,2017,1488.75,4.51,531.7522222222223,4785.77,9,8
48,2018,30.0,5.0,21.25,85.0,4,4
48,2019,4700.0,4.8,390.98333333333335,11729.5,30,15
48,2020,2700.0,72.0,1386.0,2772.0,2,2
49,2015,5000.0,5.0,157.73526923076923,41011.17,260,226
49,2016,5000.0,5.0,388.93826625387,125627.06,323,286
49,2017,1500.0,10.0,198.17772093023257,42608.21,215,199
49,2018,4400.0,10.0,330.2533707865168,58785.1,178,163
49,2019,4700.0,10.0,261.8151260504202,62312.0,238,219
49,2020,1000.0,1000.0,1000.0,1000.0,1,1
50,2015,4400.0,25.0,765.4661016949152,90325.0,118,116
50,2016,4400.0,100.0,803.6068627450979,81967.9,102,98
50,2017,5000.0,86.12,1137.366567164179,152407.12,134,122
50,2018,4400.0,50.0,710.6666666666666,106600.0,150,143
50,2019,5000.0,72.4,872.49900990099,88122.4,101,93
51,2017,750.0,30.0,170.81166666666664,2049.74,12,12
51,2018,5000.0,6.5,216.08275184275186,87945.68000000001,407,293
51,2019,1863.02,1.5,137.57661157024793,16646.77,121,102
51,2020,500.0,10.0,60.714285714285715,1700.0,28,28
52,2015,1250.0,25.0,198.75593220338982,58633.0,295,242
52,2016,2500.0,25.0,206.26391382405745,114889.0,557,474
52,2017,17560.0,15.0,274.0609756097561,67419.0,246,204
52,2018,2200.0,1.0,213.25063953488373,73358.22,344,266
52,2019,2500.0,10.0,177.9689440993789,57306.0,322,267
54,2015,3650.0,26.9,584.1569736842105,133187.78999999998,228,171
54,2016,4400.0,16.82,493.7804188481676,188624.12000000002,382,256
54,2017,4400.0,58.36,540.6978280542986,119494.22,221,172
54,2018,5000.0,5.53,517.3190374331551,193477.32,374,255
54,2019,4700.0,75.0,604.4325793650794,152317.01,252,170
54,2020,175.0,175.0,175.0,175.0,1,1
55,2015,2000.0,50.0,579.193076923077,52706.57000000001,91,79
55,2016,4400.0,200.0,735.7877777777777,66220.9,90,75
55,2017,2500.0,50.0,647.6613414634145,53108.22999999999,82,66
55,2018,4400.0,100.0,612.9163157894736,69872.45999999999,114,99
55,2019,4700.0,5.0,563.8832222222222,101498.98,180,153
55,2020,4500.0,10.0,713.8095238095239,14990.0,21,20
56,2016,1000.0,500.0,833.3333333333334,5000.0,6,6
56,2017,95047.0,10.0,457.7548076923077,190426.0,416,401
56,2018,4400.0,100.0,878.9473684210526,33400.0,38,36
56,2019,4700.0,100.0,1029.6875,32950.0,32,31
56,2020,4700.0,3.0,678.7777777777778,12218.0,18,17
57,2015,1000.0,25.0,186.05882352941177,15815.0,85,80
57,2016,4400.0,25.0,224.20420000000004,33630.630000000005,150,128
57,2017,1000.0,25.0,143.16666666666666,13744.0,96,81
57,2018,2000.0,20.0,202.94871794871796,23745.0,117,106
57,2019,1500.0,10.0,141.4468085106383,6648.0,47,42
57,2020,500.0,25.0,156.4516129032258,4850.0,31,31
58,2015,2500.0,50.0,511.75,51175.0,100,87
58,2016,4400.0,20.0,672.8313253012049,55845.0,83,75
58,2017,4400.0,50.0,701.3157894736842,53300.0,76,59
58,2018,4400.0,25.0,873.2613636363636,76847.0,88,76
58,2019,4700.0,25.0,573.8549618320611,75175.0,131,112
59,2015,4100.0,25.0,494.375,59325.0,120,112
59,2016,2000.0,100.0,705.4347826086956,16225.0,23,23
59,2017,4400.0,25.0,538.4154385964912,61379.36,114,105
59,2018,2500.0,50.0,577.8409090909091,25425.0,44,42
59,2019,4700.0,50.0,661.252688172043,122993.0,186,157
59,2020,2000.0,250.0,1312.5,5250.0,4,4
60,2015,4100.0,25.0,1147.9166666666667,13775.0,12,10
60,2016,4400.0,5.0,608.7964788732394,129673.65,213,184
60,2017,1000.0,47.93,389.45722222222224,7010.2300000000005,18,17
60,2018,4400.0,39.0,730.7444594594596,54075.090000000004,74,64
60,2019,2000.0,250.0,579.2737931034484,16798.940000000002,29,29
61,2015,1731.0,100.0,225.85915492957747,16036.0,71,68
61,2016,4400.0,47.53,393.9645625,63034.33,160,139
61,2017,1000.0,23.87,212.80875,6809.88,32,26
61,2018,4400.0,25.0,568.3480434782608,26144.01,46,32
61,2019,3050.0,23.87,441.97645161290325,13701.27,31,22
61,2020,1000.0,23.87,511.935,1023.87,2,2
62,2015,2500.0,20.0,250.8372727272727,27592.1,110,103
62,2016,4400.0,10.0,313.2581967213115,76435.0,244,197
62,2017,5000.0,4.0,464.63398692810455,71089.0,153,135
62,2018,4400.0,25.0,372.70440251572325,59260.0,159,134
62,2019,5000.0,25.0,424.5771144278607,85340.0,201,155
62,2020,4700.0,100.0,945.0,14175.0,15,15
63,2015,4100.0,100.0,479.5774647887324,68100.0,142,119
63,2016,4400.0,100.0,505.67554216867467,83942.14,166,138
63,2017,5290.0,100.0,553.941798941799,104695.0,189,157
63,2018,4400.0,75.0,453.675,90735.0,200,178
63,2019,4700.0,76.0,577.8923076923077,75126.0,130,122
63,2020,900.0,900.0,900.0,900.0,1,1
65,2016,4000.0,4000.0,4000.0,4000.0,1,1
65,2018,4400.0,5.0,207.72388059701493,27835.0,134,111
66,2018,5000.0,20.0,399.8165137614679,130740.0,327,286
66,2019,2500.0,25.0,463.8709677419355,28760.0,62,56
67,2018,3500.0,5.0,146.78722090261283,61797.42,421,364
67,2019,1500.0,0.1,238.83818181818182,18390.54,77,75
68,2015,2500.0,25.0,289.76791277258565,93015.5,321,252
68,2016,2500.0,15.0,272.75831295843517,111558.15,409,292
68,2017,4321.0,25.0,342.6714007782101,88066.55,257,193
68,2018,3500.0,25.0,364.1634980988593,95775.0,263,207
68,2019,4000.0,25.0,357.76206896551724,103751.0,290,237
70,2015,4400.0,5.0,297.05882352941177,15150.0,51,51
70,2016,4400.0,1.0,386.55955510616786,382307.4,989,786
70,2017,4400.0,40.0,660.3846153846154,34340.0,52,49
70,2018,4400.0,10.0,340.4843049327354,75928.0,223,210
70,2019,4700.0,1.0,108.3709604519774,57544.979999999996,531,464
70,2020,4700.0,1.0,363.20118343195264,61381.0,169,164
71,2015,2500.0,50.0,431.3388,53917.35,125,121
71,2016,6300.0,18.0,368.91317365269464,123217.0,334,306
71,2017,4400.0,25.0,329.2977099236641,43138.0,131,122
71,2018,4400.0,25.0,549.3422459893048,102727.0,187,167
71,2019,4700.0,1.0,355.7647058823529,60480.0,170,136
71,2020,3000.0,25.0,678.125,5425.0,8,8
72,2015,4400.0,25.0,476.12068965517244,55230.0,116,112
72,2016,6800.0,50.0,653.3858267716536,82980.0,127,115
72,2017,4400.0,1000.0,2700.0,5400.0,2,2
72,2018,4400.0,50.0,549.9752083333333,79196.43,144,122
72,2019,1000.0,100.0,585.7142857142857,4100.0,7,7
72,2020,4700.0,100.0,812.175,32487.0,40,39
73,2015,4100.0,35.0,480.3381924198251,164756.0,343,235
73,2016,4400.0,10.0,579.4090909090909,127470.0,220,201
73,2017,4950.0,2.0,432.34638020833336,166021.01,384,356
73,2018,4400.0,25.0,1027.577804878049,126392.07,123,105
73,2019,5979.1,20.0,883.6347499999998,106036.16999999998,120,92
73,2020,4700.0,150.0,945.8333333333334,5675.0,6,6
74,2015,2000.0,1.0,249.46610169491527,29437.0,118,115
74,2016,4400.0,10.0,346.7338541666667,99859.35,288,243
74,2017,2000.0,25.0,681.0,17025.0,25,23
74,2018,2000.0,25.0,331.32911392405066,26175.0,79,77
74,2019,2000.0,5.0,181.73529411764707,6179.0,34,33
74,2020,1000.0,3.0,199.45454545454547,8776.0,44,43
75,2015,4100.0,25.0,415.3035143769968,129990.0,313,273
75,2016,5000.0,20.0,493.92660550458714,215352.0,436,325
75,2017,4400.0,25.0,460.94827586206895,80205.0,174,154
75,2018,4400.0,25.0,494.7564179104478,99446.04000000001,201,164
76,2017,2400.0,5.0,270.16381578947363,20532.449999999997,76,70
76,2018,10000.0,20.0,462.4055319148936,43466.119999999995,94,89
76,2019,4100.0,5.0,287.95180722891564,23900.0,83,76
76,2020,250.0,50.0,162.5,650.0,4,4
77,2015,2000.0,25.0,434.375,3475.0,8,5
77,2016,5000.0,10.0,370.51792828685257,93000.0,251,233
77,2017,4400.0,5.0,611.458125,19566.66,32,30
77,2018,10000.0,5.0,337.071768292683,110559.54000000001,328,279
77,2019,4700.0,1.0,342.61611374407585,72292.0,211,184
77,2020,4700.0,10.0,631.25,17675.0,28,27
78,2015,4100.0,25.0,366.6873563218391,159509.0,435,336
78,2016,4950.0,25.0,433.9572864321608,172715.0,398,327
78,2017,4950.0,1.25,477.16985645933016,199457.0,418,355
78,2018,4950.0,10.0,525.8878326996198,276617.0,526,394
78,2019,10000.0,3.0,568.2916666666666,300058.0,528,396
78,2020,35000.0,20.0,1717.7702702702702,127115.0,74,71
80,2015,3500.0,99.0,725.25546875,46416.35,64,61
80,2016,4400.0,50.0,802.0408163265306,39300.0,49,47
80,2017,3000.0,100.0,730.2083333333334,35050.0,48,47
80,2018,4400.0,50.0,546.39828125,69938.98,128,120
80,2019,4700.0,15.0,433.256,54157.0,125,118
80,2020,500.0,10.0,71.78571428571429,1005.0,14,14
81,2015,4100.0,1.0,553.6656603773584,88032.84,159,127
81,2016,4700.0,1.0,430.2542372881356,152310.0,354,284
81,2017,3000.0,25.0,448.22222222222223,100850.0,225,174
81,2018,5000.0,10.0,563.7650251256281,112189.23999999999,199,177
81,2019,4400.0,20.0,689.5322033898304,122047.2,177,159
81,2020,1000.0,292.63,597.5433333333334,1792.63,3,3
82,2015,4100.0,20.0,389.8,19490.0,50,48
82,2016,5300.0,10.0,584.7292857142858,40931.05,70,65
82,2017,4400.0,125.0,677.2727272727273,14900.0,22,22
82,2018,4400.0,59.72,904.0637037037037,24409.72,27,26
82,2019,5000.0,25.0,912.9198360655738,55688.11,61,56
82,2020,4700.0,50.0,2175.0,17400.0,8,8
83,2015,1500.0,25.0,342.0,13680.0,40,36
83,2016,4400.0,50.0,1025.9302325581396,44115.0,43,40
83,2017,1000.0,200.0,427.27272727272725,4700.0,11,11
83,2018,3400.0,150.0,950.0,8550.0,9,9
83,2019,1000.0,1000.0,1000.0,2000.0,2,2
84,2015,4100.0,6.0,310.15396593673967,127473.28,411,373
84,2016,5000.0,3.0,245.01521035598708,151419.40000000002,618,521
84,2017,4400.0,0.01,307.25566071428574,172063.17,560,512
84,2018,5100.0,5.0,354.6076377952756,315246.19,889,757
84,2019,716133.0,1.0,635.19106271777,1093799.01,1722,1519
84,2020,200.0,150.0,175.0,350.0,2,2
85,2018,4400.0,5.0,574.8818897637796,146020.0,254,227
85,2019,3000.0,5.0,297.1938775510204,58250.0,196,146
85,2020,1000.0,5.0,186.07142857142858,2605.0,14,12
86,2015,4100.0,0.0,247.39627551020408,48489.67,196,186
86,2016,4400.0,0.0,470.38962406015037,62561.82,133,130
86,2017,4400.0,15.0,328.5332608695652,45337.59,138,133
86,2018,4400.0,25.0,471.30890173410404,81536.44,173,156
86,2019,8400.0,18.0,537.949010989011,97906.72,182,164
86,2020,4500.0,500.0,2333.3333333333335,7000.0,3,3
87,2015,4100.0,10.0,452.7170542635659,58400.5,129,115
87,2016,4400.0,25.0,459.9131972789115,67607.23999999999,147,128
87,2017,4400.0,25.0,484.1363636363636,53255.0,110,104
87,2018,3000.0,50.0,468.3009708737864,48235.0,103,89
87,2019,4700.0,25.0,822.6317901234569,133266.35,162,136
87,2020,5000.0,250.0,2156.25,17250.0,8,8
88,2015,4400.0,30.0,1513.36935,605347.74,400,351
88,2016,5000.0,50.0,1228.7116897506926,443564.92,361,310
88,2017,7500.0,25.0,1331.7521008403362,475435.5,357,321
88,2018,25000.0,25.0,2206.1269774919615,686105.49,311,251
88,2019,25000.0,5.0,1644.8679443254814,768153.3299999998,467,403
88,2020,4700.0,20.0,1190.0,23800.0,20,19
89,2015,3006.99,125.0,1058.5444444444445,9526.9,9,4
89,2016,4400.0,6.5,397.25581395348837,34164.0,86,78
89,2017,1550.0,20.0,365.44444444444446,16445.0,45,43
89,2018,4400.0,3.14,511.8909933774835,77295.54000000001,151,122
90,2015,4100.0,150.0,1117.5925925925926,60350.0,54,53
90,2016,4700.0,50.0,931.6932367149758,192860.5,207,188
90,2017,4400.0,3.0,872.1346153846154,136053.0,156,141
90,2018,8800.0,50.0,1100.8300900900902,244384.28,222,198
90,2019,4700.0,1.0,1102.611111111111,158776.0,144,132
90,2020,1000.0,1000.0,1000.0,1000.0,1,1
91,2015,3000.0,50.0,617.6691729323309,82150.0,133,99
91,2016,4400.0,25.0,947.8571428571429,165875.0,175,135
91,2017,2500.0,75.0,634.5505617977528,56475.0,89,73
91,2018,4400.0,25.0,836.9469026548672,94575.0,113,86
91,2019,4000.0,250.0,754.0597872340425,35440.81,47,43
92,2018,4400.0,2.0,772.6310160427807,144482.0,187,178
92,2019,4700.0,20.0,486.11842105263156,36945.0,76,62
92,2020,4400.0,50.0,1375.0,5500.0,4,4
93,2015,60800.0,3.0,6104.26315352697,8826764.52,1446,1233
93,2016,65000.0,-1000.0,6027.666622773044,7781717.609999999,1291,1119
93,2017,87754.0,0.01,5246.716052405498,12214354.969999999,2328,2013
93,2018,108897.98,0.72,3011.3932290322587,9335319.010000002,3100,2424
93,2019,69700.0,2.99,5036.650204081633,8391059.24,1666,1255
93,2020,50000.0,5.0,4821.5244999999995,675013.4299999999,140,139
94,2018,21100.0,3.0,1768.8670493066256,2295989.43,1298,1054
94,2019,22600.0,5.0,1144.8538268156426,409857.67000000004,358,329
94,2020,22600.0,50.0,2545.918367346939,124750.0,49,47
95,2015,9892.8,0.01,666.4411089108911,336552.76,505,468
95,2016,4950.0,10.0,347.9225,278338.0,800,678
95,2017,715783.0,5.0,909.7526379310345,1055313.06,1160,995
95,2018,65100.0,1.0,1295.6920671834628,4011462.640000001,3096,2450
95,2019,30000.0,1.0,605.345328407225,737310.61,1218,825
95,2020,10000.0,3.0,306.23,61246.0,200,191
96,2015,20000.0,16.49,1569.598155737705,765963.9,488,361
96,2016,15000.0,15.92,1676.2162481536188,1134798.4,677,467
96,2017,30000.0,10.0,1252.8415520628682,1275392.7,1018,705
96,2018,35000.0,15.0,1067.8897547892716,1393596.1299999994,1305,894
96,2019,62500.0,22.4,2063.9938051044087,889581.3300000001,431,294
96,2020,15000.0,100.0,3010.8846153846152,78283.0,26,26
